text,sentiment_score,churn_label
assurant is refusing my claim even though t mobile said i should be covered i have four devices covered in my family and not happy,-0.6906,1
115913 i'm currently in contact with again and still getting nowhere,0.0,0
this is just the issue for this week after 10 years im out of here bye 115911,0.0,0
help napa resident is there a plan for temporary cell service during the fire it is very frustrating and scary,-0.7474,1
115913 why are you not carrying it?,0.0,0
i just went through this with your colleague i am getting the run around between assurant and tmobile,0.0,0
explain this in one day less then 8 hr,0.0,0
it less then 8 hr get home and hook up to wyfi,0.0,0
i don't know what to do but wait!,0.0,0
what's up with the my tmobile page ?,0.0,0
unusually slow speeds in my area,0.0,0
answer my dm please,0.3182,0
115913 thanks!!,0.5399,0
my sister told me that my pixel credit is no longer being applied can you shed some light on this for me?,0.1027,1
ok i did!,0.3595,0
115913 the last time you said you would help mei was on with this for seven hours on a saturday nite while legere tweeted abt his dinner,0.4019,0
my bill has somehow magically been about 20 more for months have called in no one can figure it out please help! thanks!,0.7418,0
done thank you,0.3612,1
i need some assistance phones csrs have been no help thus far thanks,0.5267,0
i need to speak to a manager on the phone from the us,0.0,0
tmobile tuesday,0.0,0
is nicholas tomchik available this morning? he was supposed to fix my account for me last night this from friday last week,0.0,0
i guess restore fees on a data line i never wanted nor used you have proof is my punishment for being a t mobile customer,-0.25,1
115913 i mean iphone x no iphone 8,-0.296,1
115913 okay done,0.2263,1
115913 115911 great! so just put everything in my card but now where do i find the code and why does it ask for my credit card?,0.7385,0
115913 just want to know really quick if this is legit and if it's from you guys at 115911 ?,0.0772,0
that may be true but your in store representative provided me with nothing but lies tmobilelies nocustomercare,0.5991,0
customer service is trash!,0.0,0
i got a msg that my digits line was removed from my account even after i had applied for the promo to keep my line,0.0,0
hey am travelling to us next week already have tourist t mobile sim earlier this year possible to buy prepaid plan online?,0.0,0
great! thanks for the reply brittany!,0.8217,0
hi guys! i just arrived in canada seeing that i get free everything with one cool! just checking i should be on bell right?,0.7339,0
ok well read through the dm and see how much it would cost to fix things tmobilelies,0.5106,0
ok well ive stated my case in dm check it out and let me know what you can do to make this a good situation tmobilelies,0.7701,0
115911 are a bunch of liars just looking to make money off of you tmobilelies,-0.5267,1
done thanks!,0.4926,1
done,0.0,1
hi just want to ask again provisioning messages will be fixset? not able to sendrec msgs in cellulargood thing 3m free,0.5574,0
has the my tmobile website gone down? i'm having issues accessing it so i can pay my bill,-0.1725,1
hi! i just replied on dm!,0.0,0
do you still offer hotspotonly plan for 3999month?,0.0,0
i messaged you in dm but you havent responded another lie from 115911,0.0,0
got no response,-0.296,1
i did,0.0,0
ty but i clicked on help no anwser it does not give clear direction i get flusterated with navigation click out,-0.0583,1
done,0.0,1
thank you,0.3612,0
so you all are now ignoring my attempts to get a resolution and if i do not get a reply i will make sure i seek your corporate,-0.1027,1
dm sent and yes i'm connected to wifi,0.4019,0
you guys are the bomb,0.6124,0
115913 its not one area its any area i try to use your service on my ipad pro!,0.0,0
115913 great mike i'm sure by the time we're done youalissafastjamieenglish and myself will be sharing rent since we spend so much time together,0.8481,1
115913 i had done the tmobile chat on the app will this be different?,0.0,1
the one that got the library of congress to find the statute that forced you to share towers your company was the last straw,-0.2023,1
on it as we speak,0.0,0
just started workingthanks,0.0,0
what's going on with the app today?,0.0,0
is there an outage in my area? several us cannot connect 76155,0.0,0
upshelp disappointing delivery service paid 2day shipping and now its 5 days root cause ups never attempted delivery,-0.4939,1
thank you for your help!,0.6696,0
j7 from t mobile i can turn on the hotspot i can see it from other device just mot sure what pw to use tks for help jeffrey,0.6124,0
i jave never used my hotspot feature what pw do i use to on tablet to connect to my tmobile phone? tks,0.0,0
115913 what are the odds itll be less than eip for down payment?,0.0,0
still kinda new what's a dm?,0.0,0
ok my son told me what dm means i sent the message hope you get it,0.6249,0
does stateside international calling plan include taxes? reason i am seeing a huge amount in total excise tax,0.3182,0
hi im having some serious issues with dead spots in areas ive never had any problem with is there something going on?,-0.5175,1
i am a long time customer there's an issue wyour jump system and doesn't update my imei number awful system just awful,-0.6908,1
how can i turn off voicemail to text on my account?,0.0,0
your employees made it very clear that you won't compensate me so that's not a resolution,0.4391,0
this vulnerability costed me 1000 amp tmobile could care less to compensate me for their mistake,-0.0258,0
i am not the only one who was hacked 174844 298375 this is awful,-0.6908,1
115911 day two of super slow speeds in cle and customer rep stopped replying yesterday any reason why?,0.4588,0
115913 i sent a dm but nobody is answering meeee,0.0,0
will we get 600?,0.0,0
just got off the phone amp your rep was clueless too escalated it do the math there's nothing to go over numbers listed don't add up,-0.3612,1
yayyyy and i was approved for up to 5 lines and was able to switch my phones over,0.4215,1
115913 ok im dmed you,0.296,0
what happened was that i should have never left cricket,0.0,0
if i am cancelling an extra line this week would i still qualify for the 325 pixel rebate on oct 17 by adding a new line?,-0.2023,1
thank you for all the help!,0.6696,0
can someone assist me ? i have been a customer over 20 years,0.0,0
115913 what does dm mean?,0.0,0
115913 i'll pm you about a different issues i just noticed,0.0,0
115913 that's okay i just escalated this to the executive response team incompetence marietta barrettparkway,-0.34,1
and never will i just don't have 200 to spend to get this fixed,0.0,0
115913 no options apparentlyi went to the store rep told me it would cost 600 to upgrade,-0.296,1
115913 sent,0.0,0
my samsung is having issues but i can't afford to get it fixed or get a new phone what do i do,0.0,0
i'm planning on getting the new pixel 2 xl is the 50 deal activeready ?,0.0,0
got it fixed thanks!!!,0.5826,0
115913 i can't seem to do that,0.0,0
thanks! just sent you the info via dm,0.4926,0
cool!,0.3802,0
asks to chat in dm but doesnt respond when you do write tmobilelies nocustomercare noresolution,0.0,0
your online team needs to update the jod list in the support docs this isnt up to date,0.4019,0
i am a one customer but don't see a way to add netflix also your website messaging isn't working gives various errors,-0.4767,1
sent you a dm!,0.0,0
just called care to switch plan to one 55 the rep put my ipad on a 40 6 gb mi plan not the cheaper tablet one can you fix?,0.4939,1
did you just assume my gender?,0.0,0
just moved any way you guys can tell me my coverage in my area? my data speed is super slow,0.5994,0
i haven't made one payment yet i have to pay on this phone for 2 years now and i used it for 3 weeks,-0.1027,1
how much is it going to cost?,0.0,0
who can afford am almost 200 deductible? i've never used it 7 years i've paid it and i can't use it,0.0,0
dm back please,0.3182,0
is there a way to disable voicemail on one of my lines? i only use it for uber so anything coming in when not driving is junk,0.0,0
115913 i've already had people dig in and have said it's an update it's been 7 weeks of this by now and i'm tired of explaining it over and over,-0.4404,1
i'm in us cell right know i fully own a samsung galaxy 8 can i use my old device with you or i have to purchase another one?,0.0,0
how can i change from my previous carrier to tmobile? i'm interested on change to tmo,0.4019,0
i have tmobile one plus could i use my hotspot in mexico? would there be any extra fees?,0.0,0
can someone help me with my note 8,0.4019,0
115913 115911 already went through it with you guys and it cant be disabled because im on a promo plan,0.0,0
i sent you one,0.0,0
well apple did not help with my phone burning my case,-0.0408,0
i sent a dm but no ones responded,-0.4215,1
ok thanks,0.6249,0
in 2017 why are you boasting lte when it literally takes minutes for content to load,0.0,0
super slow!!!,0.6981,0
any eta on my tmobile website being back up?,0.0,0
115913 i had dm you guys,0.0,0
kan alleen wachtwoord naar tmobile acc sturen kan ik nog niet bij toch?,0.0,0
probeer nieuw tmobile thuis abonnement te activeren moet nieuw account aanmaken,0.0,0
however i'm still going to let others know what to expect in downtown seattle until this is taken care of,0.4939,0
i'm in the process of waiting for a follow up in a couple weeks because the update should be done soon and a rep is going to follow up 19th,0.0,1
115913 done,0.0,1
115913 i have talked to you via tmobile app abt this i see frequently lose service in the middle of long island ny,-0.4019,1
115913 is there a time limit on the pixel deal i just switch a prepaid line to my accounts,0.0,1
301753 115913 help me! all i get is hung up on for the last 8 days and nobody can fix the issue!!!!,0.5951,0
115913 well then answer me! i need help right this minute not hours from now!,0.658,0
301753 115913 followed the instructions nobody helping! same treatment i've had for the last 8 days!,0.4184,0
tbh every few months it is an issue with your billing and customer service getting beyond frustrated!!,-0.6103,1
direct message sent,0.0,0
message sent,0.0,0
115913 tried that ur cs in phillipines lied 2 me n still chgs me don't want 2 hear ur lies either,-0.683,1
115913 explain to me why i paid 4 intntl svc that didnt work abroad amp why i'm still being chgd even tho i've called many times to have it removed?,0.0,0
115911 115913 i am having continued problems with account security i did not authorize changes to my account,-0.0772,1
115911 i left another carrier to come to tmobile 2 mos ago unresolved issue has me unhappy amp ?ing the move,-0.4215,1
115911 115913 how is it sincere if i have been without a watch for 6 months now that watch should be paid for by tmobile cause this issues hasnt been fix,0.4019,0
sliding now,0.0,0
thanks 115911 twitter support team for taking a crappy situation amp getting it fixed! the best help always comes from the social media team,0.8478,0
115911 i want to be one of tmobiles 696 million customers who have an outstanding wireless experience,0.6486,0
115913 i did!!,0.0,0
hi this is what i see when i try to access the mytmobile login page trying to log into my account to see more about netflix,0.0,0
hi melinda nothing more to add you can search your messages for my twitter handle no disrespect to you but i'm tired of dming you guys,-0.7469,1
thx! another q do i have to have social security number to get this offer? im an international student,0.6696,0
i purchased a 10 day lte pass to use in rome but ive yet to get an lte signal,0.0,0
115913 the button in the link does not work,0.0,0
i need texting short codes enabled on my line,0.0,0
thanks i dmd,0.4404,0
115913 never mind after talking to 5 people finally i found out you dont offer higher speed data in spain how hard was that just to answer,-0.1027,1
ok is it now connected,0.296,0
i logged on but no one is responding,-0.4215,1
speed is terrible cleveland ohio area usable but no where near what i'm paying for is there an outage or tower down??,-0.6381,1
115911 after 20 minutes in the store im told not eligible for upgrade cs over phone told me to come to store,0.0,0
have the simple choice 10gb mi plan when it was setup in jan a rep said that if i added fones it goes unlimited still true?,0.4215,0
115913 ok,0.296,0
115913 i just sent a dm,0.0,0
115913 i can meet you in the dm also,0.0,0
115913 my husband 211186 making it sent a email 2 days ago no response from no one mike,-0.5267,1
well i did an upgrade for my iphone for no reason since the rep didnt do it correctly im not able to get 300 iphone credit,0.3612,0
115913 very impressed with tmobile responses to the suffering in pr!,0.1494,0
115913 thanks great info!,0.807,0
just sent a mouthful well see if anything changes im out of hope here,0.6124,0
im still waiting for a response in the dm,0.0,0
115913 i am done dming u it is all for show you know the area fix it,0.0,1
115913 been there done that no response back from people i need a phone call,-0.296,1
115913 buy more cell towers montana,0.0,0
nvm that may be a browser issue on my side but beyond that your whole shop experience web and tmobile app on iphone is super wonky,0.7469,0
is down for everyone? i'm getting a 502 bad gateway when trying to login to my account,-0.5423,1
i've had for maybe a month yes the screen shattering is the last straw was already looking to get rid of it but out 150,0.2144,0
hi again please add some basic filtering options for digits such as viewing only text messages which are unread,0.3182,0
115913 my best option would be a carrier that doesn't change for the worse with no warning or options i thought that was tmobile recarrier,-0.3612,1
is there any reason y'all are aware of that an iphone would report call failed on calls that are hung up on by caller?,-0.5106,1
i just learned kick back was never enabled on my accounts can i get any credits for past months where i went under the 2 gigs,0.3612,0
i would love to left this trash company that called attrash,0.6369,0
your my tmobile site is giving me a 503 bad gateway error whats up with that?,-0.5859,1
hey got it working thanks,0.4404,0
i can't get my phone to work i have no service i can't click the data button either to turn ir on its like its stuck in apmode,-0.1779,1
ok thank you i sent my dm,0.5719,0
115911 care said that they couldnt do anything for meand it was just an unfortunate situation,0.0516,0
you guys can't even help when called instead you keep transferring people to the same departments who claim they can't help you at all,-0.5448,1
you couldn't even give me the information when i was on the phone with you,0.0,0
and when i try to dm you all i just get told how great tmobile is and my concerns get dodged there as well,0.7351,0
waiting on that response in the dm,0.0,0
go away!!!! i'm tired of the lies this uninformedcarrier has been throwing at me i'm tired leave me alone so i can switch service in peace,-0.816,1
sent a dam thanks,0.4404,0
thanks for the help,0.6808,0
can i get some competent help for my wife's sim card issues?,0.6124,0
do you have to do the 300 tradein in the store? or are there other options,0.0,0
just did,0.0,0
i did send a direct message,0.0,0
115911 how do i have unlimited data but my data slows once i use 50gb so what is the truth?,0.4497,0
something going on with my tmobile? getting 502 bad gateway errorl,-0.5423,1
ok,0.296,0
hi im going to be bringing a pixel 2 xl to tmobile how much will i be getting back in rebates if i do? really confused??????,0.0,0
many thanks to fabian at the spring street store in long beachfixed a problem efficiently and quickly,0.4404,0
already responded to you ashley,0.0,0
im missing 115725 alot right now hmm i wonder if client relationships are valued more over there,0.1779,0
115725 which isnpretty interesting since im a paying customer in good standing,0.6808,0
115725 the uncarrier apparently holds prejudices to those who came from other carriers carrierfreedomers arent eligible for any current promos,-0.4215,1
a 300 rebate card in the mail after 8 weeks! had we been told we were not eligible we would have never purchased,0.0,0
well yes it is what tm is about apparently nobody at the location we purchased the phone at mentioned anything about not being eligible,0.5859,0
for a promo due to carrier freedom! so now were paying full price for a phone in which we were advised that yes! you will be getting,0.8168,0
looks like the site is back online now,0.3612,0
t mobile account is inaccessible,0.0,0
im not at beach anymore home wifi,0.0,0
mytmobile is down,0.0,0
i'll try but don't get upset if it doesn't go through you're not following me amp my settings are for followers only,0.4168,0
sent u a msg did u get it ?,0.0,0
hello ? lol u there ?,0.4871,0
think u have to follow me for dm's,0.0,0
115913 it ask for a paper receit what if inordered online??,0.0,0
305652 115913 so many flavors and you choose to be salty,0.0,0
115913 if we bring our phones can we switch now and still preorder on the 27th? whats the best option? i want to make sure my fianc amp i get it!,0.8152,1
how about i shoot you a federal case for corporate corruption with the fbi,-0.34,1
can't get into mytmobile account getting 502 bad gateway the server returned an invalid or incomplete response,-0.5423,1
i don't i just want to save you all from further embarrassment due to an inept company,0.0201,0
i need help,0.4019,0
thanks terri will do!,0.4926,0
i slide into those dms and youre just gonna curve me like that? cold,0.3612,0
i did,0.0,0
do you guys offer rebate if bring in my pixel2 ?,0.0,0
it seems that your website is down? im unable to pay the bill at the moment when will i be able to?,-0.1926,1
dmed you,0.0,0
i sent you guys a dm about my phone,0.0,0
115913 as long as it's not barb,0.0,0
115913 i've had the displeasure of having to deal with barb for so called support before i never want to deal with herworst support experience,0.6941,0
guys your page is broken can you guys fix that so i don't have to call you guys,-0.4767,1
115913 more and more lies from tmobile we wish we had never heard of tmobile,-0.1672,1
i say again read my previous amp follow up tweets !! besides i have already switched my service amp carrier what part of the above statement needs translation to you ??,0.0,1
see my follow up quoted tweets,0.0,0
115911 its mainly about my apple music,0.0,0
i just got a new phone and cant remember the info for my apple id login do i talk to apple or 115911 ?,0.0,0
i did waiting for reply,0.0,0
115913 fyi the folks you have on your social media team are pretty boss and so far as faceless telecoms go you're all right eatitverizon,0.6124,0
my 3gb of highspeed data always runs out 10 days early and there's no option to increase that amount is this the best i can get?,0.6486,0
lmao! i need to know who she is natalie!! somebody help me,0.8164,0
is napster unradio still available?,0.0,0
my digits with paired data high speed promo from digits launch for one plus international customers is giving me slow data speeds again help? i need this line working properly asap,0.6249,0
115913 william williams,0.0,0
what is dm?,0.0,0
day and month?,0.0,0
12122014,0.0,0
day and month?,0.0,0
i will go in to the tmobile store tomorrow when the new owner of my account is available i will contact you once i run into more issues,0.0,0
the person im doing the change of ownership with is no longer available can you direct me to someone i can file a complain with?,-0.5719,1
why is it the t mobile customers waiting for apple watches is saying backordered but my buddy with att got his in 3 days wtf is up with this,-0.7351,1
i messaged,0.0,0
115913 boo smh disappointing how do you not stock your stores for your customers to buy it on launch day,-0.6705,1
115913 306866 any for sale in store your neck of the woods?,0.0,0
115913 no one can even take advantage of your promotion,-0.0516,1
not sure how lol,-0.5096,1
what can i do to get my money back or get credit?,0.3818,0
306875 a shame folks can't just pick one up in person not a single store in my area has received any units and some claimed release was delayed,-0.6124,1
have a quick ? can you help,0.4019,0
thk u charlesopacki and jeromybingham i got the new phone 12 hrs ago still going strg on 1 charge pureflix and hdph gr8t nite,0.0,0
thanks for helping me! seriously!,0.6103,0
i'd like some help with an not ideal experience in a store i just had thanks,0.6513,0
can you explain why a nonautopay version of an identical plan has different functionality? this is confusing and irritating,-0.5994,1
i need to unlock my phone because i'm going outside the us phone is paid off can i go to a store and unlock it?,0.0,0
my internet is down,0.0,0
site still not responding trying for 10 days on 6 different devices it's not me it's you,0.0,0
hey your billing website and app are still down this is absurd fix it so people can just pay their bill,-0.1027,1
115913 the link isn't working mike,0.0,0
you can either give me more for 33 dollars a month or give me what i already got for less than 33 dollars a month otherwise i'm good,0.4404,0
sent you a dm about my porting issues thanks,0.4404,0
115913 i've visited these promos at a local tmobile shop but most require a new line which i don't need any other options?,0.0,0
115913 thanks but i'm looking for something that's not over 1k but still a well known flagship phone ball is in your court,0.6369,0
115913 i will definitely message you when i have time,0.4019,0
115913 it didn't helpy r u letting samsung did this to us we bought fon from tmobile we get n raw deal,0.0,0
115913 been there done that t mobile have just let me down,0.0,1
don't let that worry you they just fixed it,0.3412,0
115913 i went to dm and no answer you just don't want tmobile exposed for their scams,-0.7184,1
115913 there was no bill i have not had t mobile service since 2015 and that was pre paid,-0.296,1
115913 you trying to hide the fact tmobile screwed me over so they owe me,-0.5994,1
115913 it did i can send a copy of it,0.0,0
see dm payment arrangement mishap,0.0,0
115913 i am not hiding anything but shows that 5 months ago i only had obama phone,0.1139,0
i am done with you guys i need another phone service provider,0.0,1
115913 you don't do this kind of service anymore if not then i know where i stand my 7039261042,0.0,0
thank you you guys have been great already got my return label shipping back today,0.765,0
my daughter asked for help amp u treated her worse than a dog u only care about money not people,0.4215,0
what is purchase option price? it's listed under jump on demand,-0.128,1
115911 ok you can respond to everyone else's dms but ours is unanswered! ring ring,0.2244,0
no we can discuss in public nothing to hide you break a contract you use baitnswitch practices what else to clarify? untrustworthy!,-0.2439,1
no again customers need to know that you are violating contracts nothing to discuss your practices should be reviewed by the 136958,-0.6908,1
why do i have to tweet all this to get a reply or help? its really annoying to me as the customer,-0.0754,1
when i can log on i get this message really frustrated,-0.5709,1
why? this affects all customers address the breach of contract obviously you dont care or will do anything about it as always,-0.3875,1
done dm sent! ty!,0.4912,1
u have helped me b4 help me again! billingissue tmobileeverydaynotjusttuesday,0.4574,0
hi theres already a person on it checking every month for me now i dont need help today but thank you!,0.4429,0
nope im done with the back and forth dms i wasted my entire day yesterday on that nonsense the problem is with your towers not my phone,-0.8225,1
although you seem lovely tj sorry i just cant its really the towers we discovered that yesterday,0.5423,0
2nd day in a row data isnt working at my place of employment this is annoying,-0.4019,1
yea about that yall arent answering!,0.0,0
am currently by santarosafires amp need to contact family i have very low cellular data and 4g any way to help me out?,0.079,0
original 118302 started randomly shutting off 1st replacement did the same thing 2nd replacement didn't even boot up waiting on 3rd,0.3182,0
thanks for your help i think it's figured oyt,0.6808,0
dmd you,0.0,0
im trying to pay my bill with my checking account but its not letting me,-0.0516,1
done!,0.0,1
hi there! i'm trying to see if my iphone has shipped yet?,0.0,0
are you still there to help?!,0.0,0
is there a way to block unknownblocked calls from coming through to my phone?,-0.4404,1
free ?,0.5106,0
my text messages are not being delivered,0.0,0
do you all have screen protector s for apple watch ?,0.0,0
know if service is down in sprague wa? zip code 99032 elderly aunt is without service and we have tried troubleshooting,0.1779,0
so my lte stopped working and i just renewed payment yesterday,-0.2878,1
115913 ordering isn't an option 115817 and 81 leave packages unattended,-0.0516,1
115913 i cancelled after only 2 days no thanks unless youre putting up more towers theres nothing to dm can do use the mobile cell spot?? lol,0.4329,1
i dm you guys no respond yet!!! 115714 really about to get a new customer if my issues do t get resolved!!!,-0.3956,1
i think you guys are the best at what you do but why you insist on a arm and leg out of pocket jump upgrade i'll never know,0.3818,0
i hope y'all are reading this and will contact me if not i will be dropping tmobile in the next day or so,0.4404,0
115913 no response taylor??? thats no bueno,-0.6046,1
i didnt visit these countries recently your country detection is off please ensure i dont get billed extra,0.5994,0
outofpocket upgrade fees sorry i had to do it,-0.0772,1
115911 i have a new series 3 apple watch! i need to add it to my plan! can you guys help?,0.508,0
sucks im in hawaii and can barely get a signal my gf on atampt can though,-0.3612,1
service has been ass what you mean?!?,-0.6312,1
you guys just need to figure your shit out i shouldn't be having trouble with messaging and internet poor service,-0.6643,1
i went to add a anothe picture for the reimbursement for me switching companies and it says im not eligible,0.0,1
i got charged 4395 from a tmobile store from sales rep 1983505 in detroit lakes minnesota and 0 credit on my account,0.2023,0
115913 imim sorry i see what you wrote but im not feeling what youre saying i need someone to contact me personally,-0.1791,1
umwhere did you go?,0.0,0
sent a dm to you,0.0,0
i have 026mbps download speeds in clevelandoh today what's going on?,0.0,0
my lg phone was 1999 and unlimited calling and texting and 15 gb data for 1999 per monthno contract at all can you beat that?,0.0,0
no thanks i got enough problems,-0.25,1
115911 ive gone dm no response!,-0.3595,1
115911 youre now more like verizon with hidden fees and outrageous bills? how do i go from 113 to 252 wit no change,-0.3415,1
i was on the road driving,0.0,0
115913 i sure will! thank you!,0.658,0
115913 thank you holly! i have an iphone that i am bringing to tmobile from att,0.4199,0
115913 just dmed nothing,0.0,0
115913 i'm not one to be a butch about this but i gotta say this us not working and switching to another carrier maybe my only option,0.0,1
i could literally be anywhere in this city and its a struggle take a map of nyc spin a dime where ever it falls poop service,-0.3182,1
34th and 7th ave more specifically 14 penn plaza middle of the city,0.0,0
do you have the prices for the iphone x jod?,0.0,0
what's up with lte coverage outside john jay college?,0.0,0
ok,0.296,0
i can't see my own account but you duplicate billed me and counted it as a returned payment this is frustrating,-0.5927,1
i dmed but no one is replying and i can't purchase this phone,-0.4215,1
did you see my message?,0.0,0
if i order the pixel 2 today do i have to wait to get the phone in order to sign up for the pixel 2 offer?,0.0,0
sent,0.0,0
what options are there for the iphone 8plus or iphone 7 plus,0.0,0
115913 no can you please elaborate? tia,0.5267,0
i've been hearing that for more than 2 years now,0.0,0
115913 my bill is 100 incorrect and your dms keep roboquoting me the bill that they screwed up! put me back on my plan that i never asked to leave,-0.5178,1
115913 nice try you failed my bill for 5 lines with one plus promo and kickback was never over 120 your foreign customer service robbed me 100,-0.128,1
115913 not one element in my plan has been returned to how it was in june before your customer service ruined it fix it,-0.4767,1
sending text and people aren't receiving them multiple people! southeastern massachusetts south shore,0.0,0
getting a 502 error when trying to log into my tmobile y'all down?,-0.4019,1
i have note 8,0.0,0
alright!,0.3164,0
115913 i am awaiting your next instructions i would like someone to listen 2 the conversation i just had w ur customer care rep unacceptable,0.4019,0
115913 i am curious as to when i should expect a response? i dont expect it immediately but please alert me,0.7506,0
sent,0.0,0
the tmobile tech guys worked very hard to fix my problem end result is all is now good thanks guys,0.3415,0
i'm not twitter savvy so i don't know what that means,0.0,0
problem w your amp cvs app unable to complete redemption but app shows redeemed pain in a and no benefit what's the point?,-0.2846,1
see att ? tmobile is on it,0.0,0
my porting request was canceled and tmobile rep was trying to get me to start from beginning no thanks! please help!,0.7418,1
i bought a phone 2 weeks ago thursday had an issue and they told me i'm past my 14 days when today is the 14th day,0.0,0
yes i sent you message,0.4019,0
what i learned after 3 hours interacting w 115911 about the pixel 2 xl rebate process,0.0,0
amber sellers there's no dm option after i press link,-0.296,1
any jod pricing on the iphone x yet ?,0.0,0
115913 we returned a samsung phone through ups with the return tmobile said the phone was missing and charging us no help with all followups,-0.1779,1
115913 check it out and make a public reaponse tired of getting the same scripted responses,-0.4404,1
ya up ik its sincere lol ive talked to 2 reps already today but didn't help at all i need someone smarter no offense,-0.1121,1
i know you weren't but i just got done talking with a rep irl and he did all he could plus called retailer help center,0.5499,1
and they didn't know what to do either alls good ill figure it out,0.0258,0
nah im good ive been through this like 2x today already thanks for trying tho,0.8061,0
they ran network tests and all that shit still noone has any idea why my note8 just randomly drops connection while my note5 doesn't,-0.5574,1
no you're 50gb and then slow as hell afterwards,-0.7783,1
how do i get the 20 hook up on my account no time to chase 313737,-0.296,1
i would give you guys zero stars i rather send telegrams than have service by you guys any longer waste of money,-0.4215,1
i guess u have a hard time reading byetmobile,-0.1027,1
no dm i spoke to you ppl over the phone u tell me to pay my bill early so that you can send me the connection device to boost service dumb,-0.4939,1
115913 thank you,0.3612,0
hi,0.0,0
sent,0.0,0
good afternoon! ever since ios11 my visualvoicemail no longer works any chance you may have a fix on this? thanks!,0.769,1
313841 give me a nice switch phone from verizon to tmobile,0.4215,1
please help! i can't make any phone calls or use internet!!! please please help,0.9094,0
hello i am going to be out of the country and need a subsidy unlock for my phone to use with a local sim thanks,0.4404,0
sent you a dm,0.0,0
they aren't the ones with the problem i am their group messages make it through to each other just not to me this is real frustrating,-0.6808,1
please send me a dm,0.3182,0
i am paying an extra 25 a month on my tsblet for unlimited tethering and no matter what i try it doesn't have data connection?,-0.2732,1
115913 honestly at the point where it almost just makes more sense to cancel the order and try my luck in stores instead,0.577,1
you also had reps tell me that i could sign up for new lines and cancel some old ones which is now not true fix this now,-0.5158,1
12 month consecutive ontime payment program phone equality i need a new phone asap please help!,0.6476,0
115911 no service at all in the basement of my office building,-0.296,1
sliding into those dms like,0.3612,0
never got the free phone upgrade for the tradein and 793mobile kept my old phone and charging for the new phone,-0.4023,1
115913 the only other option that was given to me was to buy a phone directly from 125607,0.0,0
115913 wow well i was not made aware of any of those options when i purchased my phone from the store,0.7096,0
115913 so why was i not informed about these other options when i was about to purchase a new phone?,0.0,0
will i still qualify for help with purchasing a 122986 pixel xl 2 if i trade in a phone to the google store?,0.4019,0
awesome thank you dm sent,0.765,0
update still gotta drive my happy ass to down to the nearest apple store amp fight traffic problem not solved,-0.7108,1
tried a hard reset but the phone wont connect to a computer because it keeps glitching out,-0.0516,1
we were in a jam and i couldnt call aaa also separately lost connection several times while on i22,-0.3182,1
no thanks,0.1779,0
no thanks wouldnt want to go over my high speed data allowance and have you guys throttle me,0.1225,0
sure,0.3182,0
115913 lots of conversation nothing but hot air done with tmobile,0.0,1
i'm not sure,-0.2411,1
done,0.0,1
so i was just watching a youtube video and then the sound stopped phone says i have headphones in but i don't help please??,-0.7303,1
i actually just fixed this thanks,0.5228,0
i need help i accidentally turned on text to speech and now i'm not sure how to turn it off i'm on nought 70 also,-0.1685,1
i've replied in the dm link,0.0,0
it's unfortunate that because of an occupation i'm being treated as less than a paying customer amp quoted on policy,-0.4588,1
can i port over to tmo with my nexus 5x now and still get 325 card when my pixel 2 xl arrives in 12 weeks? or need to wait?,0.0,0
115913 ok,0.296,0
looking at tmo anyone have experience with coverage in bozeman mt? more importantly the big sky area zip 59716?,0.4503,0
115913 ok dm'd you 20 minutes ago,0.296,0
i never received my order 1170648230 ups wants shipper to contact them for support how do i fully cancel my order? pls help,0.5279,1
115913 the information is there in sum our phones dont hold charge in warranty and were being offered used phones not acceptable,-0.2411,1
115913 hey mike weve been doing that is dm code for dont matter what you say we dont care? 115911,-0.4023,1
115913 asked also if we could go higher than retention and the rep said no one can help at this point,0.128,0
115913 hi holly huge thanks for a response but i think at this point typing is gonna draw my thumbs out spoken to about 6 reps with no respons,-0.0516,1
check your dm,0.0,0
thank you,0.3612,0
i purchased an s7 from ebay and it won't unlock via the app it failed i'm here in canada,-0.5106,1
are there any available reps able to help me with my account tonight,0.4019,0
my wifes mms pictures are showing up on my phone as being sent 6 hours ago,0.0,0
tm used dtvnow today and went against my bwidth i have bon enabled why is this happening?,0.0,0
coverage on 101 fwy in carpinteria to mussel schoals is dead always has been nexus 5 6p friends report issue too help?,0.128,0
i love u guys and am really happy to see the forward progress yall are making but the reception that i get isnt not the best,0.8633,0
but i cant seem to let yall go! lol,0.6114,0
so this doesn't appear to be an isolated incident but i have had zero signal all day in multiple locations,-0.1655,1
115911 i just responded to your dm and verified my account,0.0,0
115911 i sent a pm to you guys a few minutes ago,0.0,0
115911 i have questions about my reception,0.0,0
can i lock and unlock my car doors with tmobile syncup?,0.0,0
can t mobile get me away from verizon who trreats me like a dog after years of service i am 67 a widow i cant alford bills,0.3612,0
115913 i've already tried that even talked on the phone with you guys from herejust send my money or merchandise,0.0,0
115913 i've done all the detective work filed everything i can proved it was fraud for both parties to do nothingso send me my money or somthing,-0.2732,1
i just did,0.0,0
explain,0.0,0
thank you waiting patiently,0.3612,0
trying to get a better deal on my cell plan any help is appreciated,0.836,0
how about upgrading my rma to a g6 so we don't have to do this again in 6mo? would love business service with my business acct,0.6369,0
done,0.0,1
yet you guys take for ever to respond,0.0,0
115913 the tower that's the issue is this one here,0.0,0
